"","answer.keys","n","size","trials_3.thisRepN","participant"
"260","right",1,3,1,"AK"
"261","left",4,2,1,"AK"
"262","down",1,1,1,"AK"
"263","down",1,2,1,"AK"
"264","right",3,2,1,"AK"
"265","down",5,1,1,"AK"
"266","right",4,5,1,"AK"
"267","right",4,4,1,"AK"
"268","left",3,5,1,"AK"
"269","down",4,1,1,"AK"
"270","left",4,3,1,"AK"
"271","down",4,1,1,"LPL"
"272","right",5,2,1,"LPL"
"273","right",4,4,1,"LPL"
"274","left",5,4,1,"LPL"
"275","down",1,3,1,"LPL"
"276","left",3,4,1,"LPL"
"277","down",4,3,1,"LPL"
"278","right",5,5,1,"LPL"
"279","left",4,5,1,"LPL"
"280","left",3,5,1,"LPL"
"281","down",6,1,1,"LPL"
"282","down",6,3,1,"LPL"
"283","right",2,4,1,"LPL"
"284","left",1,4,1,"LPL"
"285","down",2,3,1,"LPL"
"286","left",5,1,1,"LPL"
"287","down",6,4,1,"LPL"
"288","down",1,2,1,"LPL"
"289","right",2,2,1,"LPL"
"290","down",2,1,1,"LPL"
"291","down",3,1,1,"LPL"
"292","left",1,5,1,"LPL"
"293","down",4,2,1,"LPL"
"294","down",1,1,1,"LPL"
"295","down",3,2,1,"LPL"
"296","down",3,3,1,"LPL"
"297","right",5,3,1,"LPL"
"298","right",6,2,1,"LPL"
"299","left",6,5,1,"LPL"
"300","left",2,5,1,"LPL"
"301","right",4,5,1,"DG"
"302","down",3,4,1,"DG"
"303","down",2,2,1,"DG"
"304","down",3,3,1,"DG"
"305","left",6,5,1,"DG"
"306","left",2,4,1,"DG"
"307","left",2,5,1,"DG"
"308","right",2,3,1,"DG"
"309","down",4,3,1,"DG"
"310","down",1,1,1,"DG"
"311","down",6,2,1,"DG"
"312","down",3,5,1,"DG"
"313","left",6,1,1,"DG"
"314","down",5,5,1,"DG"
"315","left",6,4,1,"DG"
"316","left",1,3,1,"DG"
"317","down",5,2,1,"DG"
"318","left",5,3,1,"DG"
"319","down",1,2,1,"DG"
"320","left",3,2,1,"DG"
"321","down",3,1,1,"DG"
"322","down",6,3,1,"DG"
"323","left",2,1,1,"DG"
"324","down",5,1,1,"DG"
"325","left",4,4,1,"DG"
"326","down",1,5,1,"DG"
"327","down",1,4,1,"DG"
"328","down",5,4,1,"DG"
"329","down",4,2,1,"DG"
"330","down",4,1,1,"DG"
"331","down",6,1,1,"NG"
"332","down",5,1,1,"NG"
"333","down",2,5,1,"NG"
"334","down",1,3,1,"NG"
"335","left",1,2,1,"NG"
"336","left",2,4,1,"NG"
"337","left",5,2,1,"NG"
"338","down",4,5,1,"NG"
"339","down",5,3,1,"NG"
"340","left",4,3,1,"NG"
"341","down",1,4,1,"NG"
"342","down",2,1,1,"NG"
"343","left",2,3,1,"NG"
"344","down",6,5,1,"NG"
"345","down",4,1,1,"NG"
"346","left",3,1,1,"NG"
"347","left",3,3,1,"NG"
"348","left",6,4,1,"NG"
"349","down",6,2,1,"NG"
"350","down",6,3,1,"NG"
"351","left",3,5,1,"NG"
"352","down",1,1,1,"NG"
"353","left",3,2,1,"NG"
"354","down",4,2,1,"NG"
"355","left",5,4,1,"NG"
"356","left",4,4,1,"NG"
"357","down",5,5,1,"NG"
"358","left",3,4,1,"NG"
"359","left",1,5,1,"NG"
"360","down",2,2,1,"NG"
"361","down",3,1,1,"ES"
"362","right",4,3,1,"ES"
"363","left",3,5,1,"ES"
"364","left",1,4,1,"ES"
"365","left",6,5,1,"ES"
"366","left",6,4,1,"ES"
"367","down",2,3,1,"ES"
"368","down",5,4,1,"ES"
"369","down",6,1,1,"ES"
"370","left",5,5,1,"ES"
"371","down",1,1,1,"ES"
"372","down",1,3,1,"ES"
"373","down",4,1,1,"ES"
"374","left",6,3,1,"ES"
"375","left",3,3,1,"ES"
"376","down",3,2,1,"ES"
"377","left",2,4,1,"ES"
"378","left",4,4,1,"ES"
"379","left",4,2,1,"ES"
"380","left",6,2,1,"ES"
"381","right",5,3,1,"ES"
"382","right",2,1,1,"ES"
"383","left",4,5,1,"ES"
"384","right",1,5,1,"ES"
"385","left",5,2,1,"ES"
"386","down",3,4,1,"ES"
"387","left",2,5,1,"ES"
"388","down",1,2,1,"ES"
"389","down",5,1,1,"ES"
"390","down",2,2,1,"ES"
"391","right",3,2,1,"MS"
"392","right",5,2,1,"MS"
"393","right",1,4,1,"MS"
"394","right",6,4,1,"MS"
"395","left",3,4,1,"MS"
"396","down",2,2,1,"MS"
"397","left",6,5,1,"MS"
"398","down",2,1,1,"MS"
"399","left",1,2,1,"MS"
