"","answer.keys","n","size","trials_3.thisRepN","participant","gender","age"
"7325","right",4,1,25,"IOA","f",20
"7326","right",4,1,26,"IOA","f",20
"7327","down",4,1,27,"IOA","f",20
"7328","right",4,1,28,"IOA","f",20
"7329","right",4,1,29,"IOA","f",20
"7330","down",4,1,30,"IOA","f",20
"7331","right",4,1,31,"IOA","f",20
"7332","right",4,1,32,"IOA","f",20
"7333","down",4,1,33,"IOA","f",20
"7334","right",4,1,34,"IOA","f",20
"7335","down",4,1,35,"IOA","f",20
"7336","right",4,1,36,"IOA","f",20
"7337","down",4,1,37,"IOA","f",20
"7338","right",4,1,38,"IOA","f",20
"7339","right",4,1,39,"IOA","f",20
"7340","right",4,1,40,"IOA","f",20
"7341","down",4,1,41,"IOA","f",20
"7342","down",4,1,42,"IOA","f",20
"7343","right",4,1,43,"IOA","f",20
"7344","right",4,1,44,"IOA","f",20
"7345","down",4,1,45,"IOA","f",20
"7346","right",4,1,46,"IOA","f",20
"7347","right",4,1,47,"IOA","f",20
"7348","down",4,1,48,"IOA","f",20
"7349","down",4,1,49,"IOA","f",20
"7350","right",1,3,0,"IOA","f",20
"7351","down",1,3,1,"IOA","f",20
"7352","left",1,3,2,"IOA","f",20
"7353","right",1,3,3,"IOA","f",20
"7354","down",1,3,4,"IOA","f",20
"7355","down",1,3,5,"IOA","f",20
"7356","left",4,2,0,"IOA","f",20
"7357","down",4,2,1,"IOA","f",20
"7358","left",4,2,2,"IOA","f",20
"7359","down",4,2,3,"IOA","f",20
"7360","left",4,2,4,"IOA","f",20
"7361","left",4,2,5,"IOA","f",20
"7362","left",4,2,6,"IOA","f",20
"7363","down",4,2,7,"IOA","f",20
"7364","left",4,2,8,"IOA","f",20
"7365","left",4,2,9,"IOA","f",20
"7366","left",4,2,10,"IOA","f",20
"7367","down",4,2,11,"IOA","f",20
"7368","left",4,2,12,"IOA","f",20
"7369","left",4,2,13,"IOA","f",20
"7370","down",4,2,14,"IOA","f",20
"7371","left",4,2,15,"IOA","f",20
"7372","left",4,2,16,"IOA","f",20
"7373","left",4,2,17,"IOA","f",20
"7374","left",4,2,18,"IOA","f",20
"7375","left",4,2,19,"IOA","f",20
"7376","right",4,2,20,"IOA","f",20
"7377","left",4,2,21,"IOA","f",20
"7378","down",4,2,22,"IOA","f",20
"7379","left",4,2,23,"IOA","f",20
"7380","right",4,2,24,"IOA","f",20
"7381","left",4,2,25,"IOA","f",20
"7382","right",4,2,26,"IOA","f",20
"7383","left",4,2,27,"IOA","f",20
"7384","right",4,2,28,"IOA","f",20
"7385","down",4,2,29,"IOA","f",20
"7386","right",4,2,30,"IOA","f",20
"7387","left",4,2,31,"IOA","f",20
"7388","left",4,2,32,"IOA","f",20
"7389","down",4,2,33,"IOA","f",20
"7390","right",4,2,34,"IOA","f",20
"7391","right",4,2,35,"IOA","f",20
"7392","right",4,2,36,"IOA","f",20
"7393","down",4,2,37,"IOA","f",20
"7394","down",4,2,38,"IOA","f",20
"7395","down",5,1,0,"IOA","f",20
"7396","right",5,1,1,"IOA","f",20
"7397","right",5,1,2,"IOA","f",20
"7398","right",5,1,3,"IOA","f",20
"7399","right",5,1,4,"IOA","f",20
"7400","right",5,1,5,"IOA","f",20
"7401","right",5,1,6,"IOA","f",20
"7402","down",5,1,7,"IOA","f",20
"7403","down",5,1,8,"IOA","f",20
"7404","right",1,2,0,"IOA","f",20
"7405","right",1,2,1,"IOA","f",20
"7406","right",1,2,2,"IOA","f",20
"7407","down",1,2,3,"IOA","f",20
"7408","right",1,2,4,"IOA","f",20
"7409","left",1,2,5,"IOA","f",20
"7410","down",1,2,6,"IOA","f",20
"7411","right",1,2,7,"IOA","f",20
"7412","right",1,2,8,"IOA","f",20
"7413","down",1,2,9,"IOA","f",20
"7414","right",1,2,10,"IOA","f",20
"7415","right",1,2,11,"IOA","f",20
"7416","left",1,2,12,"IOA","f",20
"7417","right",1,2,13,"IOA","f",20
"7418","right",1,2,14,"IOA","f",20
"7419","right",1,2,15,"IOA","f",20
"7420","right",1,2,16,"IOA","f",20
"7421","right",1,2,17,"IOA","f",20
"7422","right",1,2,18,"IOA","f",20
"7423","left",1,2,19,"IOA","f",20
"7424","left",1,2,20,"IOA","f",20
"7425","right",1,2,21,"IOA","f",20
"7426","right",1,2,22,"IOA","f",20
"7427","right",1,2,23,"IOA","f",20
"7428","right",1,2,24,"IOA","f",20
"7429","right",1,2,25,"IOA","f",20
"7430","left",1,2,26,"IOA","f",20
"7431","left",1,2,27,"IOA","f",20
"7432","right",1,2,28,"IOA","f",20
"7433","left",1,2,29,"IOA","f",20
"7434","right",1,2,30,"IOA","f",20
"7435","right",1,2,31,"IOA","f",20
"7436","right",1,2,32,"IOA","f",20
"7437","right",1,2,33,"IOA","f",20
"7438","right",1,2,34,"IOA","f",20
"7439","right",1,2,35,"IOA","f",20
"7440","right",1,2,36,"IOA","f",20
"7441","right",1,2,37,"IOA","f",20
"7442","right",1,2,38,"IOA","f",20
"7443","right",1,2,39,"IOA","f",20
"7444","down",1,2,40,"IOA","f",20
"7445","down",1,2,41,"IOA","f",20
"7446","right",1,2,42,"IOA","f",20
"7447","left",1,2,43,"IOA","f",20
"7448","left",1,2,44,"IOA","f",20
"7449","right",1,2,45,"IOA","f",20
"7450","right",1,2,46,"IOA","f",20
"7451","right",1,2,47,"IOA","f",20
"7452","right",1,2,48,"IOA","f",20
"7453","right",1,2,49,"IOA","f",20
"7454","left",1,2,50,"IOA","f",20
"7455","left",1,2,51,"IOA","f",20
"7456","right",1,2,52,"IOA","f",20
"7457","right",1,2,53,"IOA","f",20
"7458","right",1,2,54,"IOA","f",20
"7459","left",1,2,55,"IOA","f",20
"7460","right",1,2,56,"IOA","f",20
"7461","left",1,2,57,"IOA","f",20
"7462","left",1,2,58,"IOA","f",20
"7463","right",1,2,59,"IOA","f",20
"7464","right",1,2,60,"IOA","f",20
"7465","right",1,2,61,"IOA","f",20
"7466","right",1,2,62,"IOA","f",20
"7467","right",1,2,63,"IOA","f",20
"7468","left",1,2,64,"IOA","f",20
"7469","down",1,2,65,"IOA","f",20
"7470","right",1,2,66,"IOA","f",20
"7471","right",1,2,67,"IOA","f",20
"7472","left",1,2,68,"IOA","f",20
"7473","right",1,2,69,"IOA","f",20
"7474","left",1,2,70,"IOA","f",20
"7475","left",1,2,71,"IOA","f",20
"7476","left",1,2,72,"IOA","f",20
"7477","right",1,2,73,"IOA","f",20
"7478","right",1,2,74,"IOA","f",20
"7479","right",1,2,75,"IOA","f",20
"7480","right",1,2,76,"IOA","f",20
"7481","left",1,2,77,"IOA","f",20
"7482","down",1,2,78,"IOA","f",20
"7483","down",1,2,79,"IOA","f",20
"7484","right",1,2,80,"IOA","f",20
"7485","right",1,2,81,"IOA","f",20
"7486","right",1,2,82,"IOA","f",20
"7487","right",1,2,83,"IOA","f",20
"7488","down",1,2,84,"IOA","f",20
"7489","left",1,2,85,"IOA","f",20
"7490","down",1,2,86,"IOA","f",20
"7491","right",1,2,87,"IOA","f",20
"7492","down",1,2,88,"IOA","f",20
"7493","down",1,2,89,"IOA","f",20
"7494","right",6,2,0,"IOA","f",20
"7495","left",6,2,1,"IOA","f",20
"7496","left",6,2,2,"IOA","f",20
"7497","left",6,2,3,"IOA","f",20
"7498","down",6,2,4,"IOA","f",20
"7499","left",6,2,5,"IOA","f",20
"7500","left",6,2,6,"IOA","f",20
"7501","down",6,2,7,"IOA","f",20
"7502","left",6,2,8,"IOA","f",20
"7503","left",6,2,9,"IOA","f",20
"7504","right",6,2,10,"IOA","f",20
"7505","left",6,2,11,"IOA","f",20
"7506","down",6,2,12,"IOA","f",20
"7507","left",6,2,13,"IOA","f",20
"7508","right",6,2,14,"IOA","f",20
"7509","down",6,2,15,"IOA","f",20
"7510","down",6,2,16,"IOA","f",20
"7511","left",3,2,0,"IOA","f",20
"7512","right",3,2,1,"IOA","f",20
"7513","down",3,2,2,"IOA","f",20
"7514","down",3,2,3,"IOA","f",20
"7515","left",4,4,0,"IOA","f",20
"7516","right",4,4,1,"IOA","f",20
"7517","left",4,4,2,"IOA","f",20
"7518","left",4,4,3,"IOA","f",20
"7519","left",4,4,4,"IOA","f",20
"7520","right",4,4,5,"IOA","f",20
"7521","down",4,4,6,"IOA","f",20
"7522","left",4,4,7,"IOA","f",20
"7523","left",4,4,8,"IOA","f",20
"7524","left",4,4,9,"IOA","f",20
"7525","right",4,4,10,"IOA","f",20
"7526","left",4,4,11,"IOA","f",20
"7527","right",4,4,12,"IOA","f",20
"7528","right",4,4,13,"IOA","f",20
"7529","right",4,4,14,"IOA","f",20
"7530","right",4,4,15,"IOA","f",20
"7531","left",4,4,16,"IOA","f",20
"7532","right",4,4,17,"IOA","f",20
"7533","right",4,4,18,"IOA","f",20
"7534","right",4,4,19,"IOA","f",20
"7535","left",4,4,20,"IOA","f",20
"7536","right",4,4,21,"IOA","f",20
"7537","down",4,4,22,"IOA","f",20
"7538","right",4,4,23,"IOA","f",20
"7539","right",4,4,24,"IOA","f",20
"7540","right",4,4,25,"IOA","f",20
"7541","right",4,4,26,"IOA","f",20
"7542","right",4,4,27,"IOA","f",20
"7543","left",4,4,28,"IOA","f",20
"7544","left",4,4,29,"IOA","f",20
"7545","right",4,4,30,"IOA","f",20
"7546","right",4,4,31,"IOA","f",20
"7547","left",4,4,32,"IOA","f",20
"7548","right",4,4,33,"IOA","f",20
"7549","down",4,4,34,"IOA","f",20
"7550","right",4,4,35,"IOA","f",20
"7551","left",4,4,36,"IOA","f",20
"7552","right",4,4,37,"IOA","f",20
"7553","right",4,4,38,"IOA","f",20
"7554","right",4,4,39,"IOA","f",20
"7555","right",4,4,40,"IOA","f",20
"7556","right",4,4,41,"IOA","f",20
"7557","right",4,4,42,"IOA","f",20
"7558","down",4,4,43,"IOA","f",20
"7559","right",4,4,44,"IOA","f",20
"7560","right",4,4,45,"IOA","f",20
"7561","right",4,4,46,"IOA","f",20
"7562","right",4,4,47,"IOA","f",20
"7563","left",4,4,48,"IOA","f",20
"7564","left",4,4,49,"IOA","f",20
"7565","down",4,4,50,"IOA","f",20
"7566","right",4,4,51,"IOA","f",20
"7567","left",4,4,52,"IOA","f",20
"7568","right",4,4,53,"IOA","f",20
"7569","left",4,4,54,"IOA","f",20
"7570","right",4,4,55,"IOA","f",20
"7571","left",4,4,56,"IOA","f",20
"7572","right",4,4,57,"IOA","f",20
"7573","down",4,4,58,"IOA","f",20
"7574","down",4,4,59,"IOA","f",20
"7575","right",4,4,60,"IOA","f",20
"7576","down",4,4,61,"IOA","f",20
"7577","left",4,4,62,"IOA","f",20
"7578","down",4,4,63,"IOA","f",20
"7579","right",4,4,64,"IOA","f",20
"7580","down",4,4,65,"IOA","f",20
"7581","down",4,4,66,"IOA","f",20
"7582","right",4,4,67,"IOA","f",20
"7583","down",4,4,68,"IOA","f",20
"7584","right",4,4,69,"IOA","f",20
"7585","right",4,4,70,"IOA","f",20
"7586","right",4,4,71,"IOA","f",20
"7587","right",4,4,72,"IOA","f",20
"7588","right",4,4,73,"IOA","f",20
"7589","right",4,4,74,"IOA","f",20
"7590","left",4,4,75,"IOA","f",20
"7591","down",4,4,76,"IOA","f",20
"7592","right",4,4,77,"IOA","f",20
"7593","right",4,4,78,"IOA","f",20
"7594","down",4,4,79,"IOA","f",20
"7595","left",4,4,80,"IOA","f",20
"7596","down",4,4,81,"IOA","f",20
"7597","left",4,4,82,"IOA","f",20
"7598","right",4,4,83,"IOA","f",20
"7599","down",4,4,84,"IOA","f",20
"7600","right",4,4,85,"IOA","f",20
"7601","down",4,4,86,"IOA","f",20
"7602","right",4,4,87,"IOA","f",20
"7603","right",4,4,88,"IOA","f",20
"7604","down",4,4,89,"IOA","f",20
"7605","down",4,4,90,"IOA","f",20
"7606","right",4,4,91,"IOA","f",20
"7607","right",4,4,92,"IOA","f",20
"7608","right",4,4,93,"IOA","f",20
"7609","down",4,4,94,"IOA","f",20
"7610","right",4,4,95,"IOA","f",20
"7611","right",4,4,96,"IOA","f",20
"7612","right",4,4,97,"IOA","f",20
"7613","right",4,4,98,"IOA","f",20
"7614","right",4,4,99,"IOA","f",20
"7615","left",2,2,0,"IOA","f",20
"7616","left",2,2,1,"IOA","f",20
"7617","right",2,2,2,"IOA","f",20
"7618","right",2,2,3,"IOA","f",20
"7619","right",2,2,4,"IOA","f",20
"7620","right",2,2,5,"IOA","f",20
"7621","right",2,2,6,"IOA","f",20
"7622","right",2,2,7,"IOA","f",20
"7623","right",2,2,8,"IOA","f",20
"7624","right",2,2,9,"IOA","f",20
"7625","right",2,2,10,"IOA","f",20
"7626","right",2,2,11,"IOA","f",20
"7627","right",2,2,12,"IOA","f",20
"7628","right",2,2,13,"IOA","f",20
"7629","right",2,2,14,"IOA","f",20
"7630","right",2,2,15,"IOA","f",20
"7631","down",2,2,16,"IOA","f",20
"7632","right",2,2,17,"IOA","f",20
"7633","right",2,2,18,"IOA","f",20
"7634","right",2,2,19,"IOA","f",20
"7635","left",2,2,20,"IOA","f",20
"7636","right",2,2,21,"IOA","f",20
"7637","down",2,2,22,"IOA","f",20
"7638","right",2,2,23,"IOA","f",20
"7639","right",2,2,24,"IOA","f",20
"7640","down",2,2,25,"IOA","f",20
"7641","right",2,2,26,"IOA","f",20
"7642","right",2,2,27,"IOA","f",20
"7643","right",2,2,28,"IOA","f",20
"7644","right",2,2,29,"IOA","f",20
"7645","right",2,2,30,"IOA","f",20
"7646","right",2,2,31,"IOA","f",20
"7647","left",2,2,32,"IOA","f",20
"7648","right",2,2,33,"IOA","f",20
"7649","right",2,2,34,"IOA","f",20
"7650","right",2,2,35,"IOA","f",20
"7651","right",2,2,36,"IOA","f",20
"7652","right",2,2,37,"IOA","f",20
"7653","right",2,2,38,"IOA","f",20
"7654","right",2,2,39,"IOA","f",20
"7655","down",2,2,40,"IOA","f",20
"7656","right",2,2,41,"IOA","f",20
"7657","down",2,2,42,"IOA","f",20
"7658","down",2,2,43,"IOA","f",20
"7659","right",2,2,44,"IOA","f",20
"7660","right",2,2,45,"IOA","f",20
"7661","right",2,2,46,"IOA","f",20
"7662","right",2,2,47,"IOA","f",20
"7663","right",2,2,48,"IOA","f",20
"7664","right",2,2,49,"IOA","f",20
"7665","right",2,2,50,"IOA","f",20
"7666","right",2,2,51,"IOA","f",20
"7667","right",2,2,52,"IOA","f",20
"7668","right",2,2,53,"IOA","f",20
"7669","right",2,2,54,"IOA","f",20
"7670","right",2,2,55,"IOA","f",20
"7671","right",2,2,56,"IOA","f",20
"7672","right",2,2,57,"IOA","f",20
"7673","right",2,2,58,"IOA","f",20
"7674","right",2,2,59,"IOA","f",20
"7675","down",2,2,60,"IOA","f",20
"7676","right",2,2,61,"IOA","f",20
"7677","right",2,2,62,"IOA","f",20
"7678","right",2,2,63,"IOA","f",20
"7679","left",2,2,64,"IOA","f",20
"7680","down",2,2,65,"IOA","f",20
"7681","down",2,2,66,"IOA","f",20
"7682","left",2,2,67,"IOA","f",20
"7683","down",2,2,68,"IOA","f",20
"7684","left",2,2,69,"IOA","f",20
"7685","down",2,2,70,"IOA","f",20
"7686","right",2,2,71,"IOA","f",20
"7687","right",2,2,72,"IOA","f",20
"7688","right",2,2,73,"IOA","f",20
"7689","right",2,2,74,"IOA","f",20
"7690","down",2,2,75,"IOA","f",20
"7691","right",2,2,76,"IOA","f",20
"7692","right",2,2,77,"IOA","f",20
"7693","down",2,2,78,"IOA","f",20
"7694","right",2,2,79,"IOA","f",20
"7695","right",2,2,80,"IOA","f",20
"7696","left",2,2,81,"IOA","f",20
"7697","right",2,2,82,"IOA","f",20
"7698","down",2,2,83,"IOA","f",20
"7699","left",2,2,84,"IOA","f",20
"7700","right",2,2,85,"IOA","f",20
"7701","down",2,2,86,"IOA","f",20
"7702","down",2,2,87,"IOA","f",20
"7703","right",2,2,88,"IOA","f",20
"7704","down",2,2,89,"IOA","f",20
"7705","right",2,2,90,"IOA","f",20
"7706","down",2,2,91,"IOA","f",20
"7707","right",2,2,92,"IOA","f",20
"7708","left",2,2,93,"IOA","f",20
"7709","down",2,2,94,"IOA","f",20
"7710","down",2,2,95,"IOA","f",20
"7711","left",4,5,0,"IOA","f",20
"7712","left",4,5,1,"IOA","f",20
"7713","left",4,5,2,"IOA","f",20
"7714","left",4,5,3,"IOA","f",20
"7715","left",4,5,4,"IOA","f",20
"7716","left",4,5,5,"IOA","f",20
"7717","right",4,5,6,"IOA","f",20
"7718","left",4,5,7,"IOA","f",20
"7719","down",4,5,8,"IOA","f",20
"7720","left",4,5,9,"IOA","f",20
"7721","left",4,5,10,"IOA","f",20
"7722","right",4,5,11,"IOA","f",20
"7723","right",4,5,12,"IOA","f",20
"7724","down",4,5,13,"IOA","f",20
"7725","left",4,5,14,"IOA","f",20
"7726","right",4,5,15,"IOA","f",20
"7727","right",4,5,16,"IOA","f",20
"7728","down",4,5,17,"IOA","f",20
"7729","down",4,5,18,"IOA","f",20
"7730","right",4,5,19,"IOA","f",20
"7731","right",4,5,20,"IOA","f",20
"7732","right",4,5,21,"IOA","f",20
"7733","right",4,5,22,"IOA","f",20
"7734","right",4,5,23,"IOA","f",20
"7735","down",4,5,24,"IOA","f",20
"7736","right",4,5,25,"IOA","f",20
"7737","right",4,5,26,"IOA","f",20
"7738","down",4,5,27,"IOA","f",20
"7739","left",4,5,28,"IOA","f",20
"7740","right",4,5,29,"IOA","f",20
"7741","down",4,5,30,"IOA","f",20
"7742","left",4,5,31,"IOA","f",20
"7743","down",4,5,32,"IOA","f",20
"7744","right",4,5,33,"IOA","f",20
"7745","right",4,5,34,"IOA","f",20
"7746","down",4,5,35,"IOA","f",20
"7747","right",4,5,36,"IOA","f",20
"7748","down",4,5,37,"IOA","f",20
"7749","left",4,5,38,"IOA","f",20
"7750","down",4,5,39,"IOA","f",20
"7751","right",4,5,40,"IOA","f",20
"7752","right",4,5,41,"IOA","f",20
"7753","down",4,5,42,"IOA","f",20
"7754","left",4,5,43,"IOA","f",20
"7755","down",4,5,44,"IOA","f",20
"7756","right",4,5,45,"IOA","f",20
"7757","right",4,5,46,"IOA","f",20
"7758","right",4,5,47,"IOA","f",20
"7759","down",4,5,48,"IOA","f",20
"7760","right",4,5,49,"IOA","f",20
"7761","right",4,5,50,"IOA","f",20
"7762","left",4,5,51,"IOA","f",20
"7763","right",4,5,52,"IOA","f",20
"7764","right",4,5,53,"IOA","f",20
"7765","right",4,5,54,"IOA","f",20
"7766","down",4,5,55,"IOA","f",20
"7767","right",4,5,56,"IOA","f",20
"7768","right",4,5,57,"IOA","f",20
"7769","right",4,5,58,"IOA","f",20
"7770","right",4,5,59,"IOA","f",20
"7771","right",4,5,60,"IOA","f",20
"7772","right",4,5,61,"IOA","f",20
"7773","down",4,5,62,"IOA","f",20
"7774","left",4,5,63,"IOA","f",20
"7775","left",4,5,64,"IOA","f",20
"7776","down",4,5,65,"IOA","f",20
"7777","right",4,5,66,"IOA","f",20
"7778","left",4,5,67,"IOA","f",20
"7779","down",4,5,68,"IOA","f",20
"7780","down",4,5,69,"IOA","f",20
"7781","left",4,5,70,"IOA","f",20
"7782","right",4,5,71,"IOA","f",20
"7783","down",4,5,72,"IOA","f",20
"7784","left",4,5,73,"IOA","f",20
"7785","left",4,5,74,"IOA","f",20
"7786","right",4,5,75,"IOA","f",20
"7787","left",4,5,76,"IOA","f",20
"7788","down",4,5,77,"IOA","f",20
"7789","right",4,5,78,"IOA","f",20
"7790","left",4,5,79,"IOA","f",20
"7791","right",4,5,80,"IOA","f",20
"7792","down",4,5,81,"IOA","f",20
"7793","right",4,5,82,"IOA","f",20
"7794","right",4,5,83,"IOA","f",20
"7795","right",4,5,84,"IOA","f",20
"7796","right",4,5,85,"IOA","f",20
"7797","down",4,5,86,"IOA","f",20
"7798","right",4,5,87,"IOA","f",20
"7799","down",4,5,88,"IOA","f",20
"7800","left",4,5,89,"IOA","f",20
"7801","right",4,5,90,"IOA","f",20
"7802","right",4,5,91,"IOA","f",20
"7803","right",4,5,92,"IOA","f",20
"7804","right",4,5,93,"IOA","f",20
"7805","down",4,5,94,"IOA","f",20
"7806","down",4,5,95,"IOA","f",20
"7807","left",2,4,0,"IOA","f",20
"7808","left",2,4,1,"IOA","f",20
"7809","right",2,4,2,"IOA","f",20
"7810","left",2,4,3,"IOA","f",20
"7811","right",2,4,4,"IOA","f",20
"7812","down",2,4,5,"IOA","f",20
"7813","right",2,4,6,"IOA","f",20
"7814","right",2,4,7,"IOA","f",20
"7815","left",2,4,8,"IOA","f",20
"7816","right",2,4,9,"IOA","f",20
"7817","right",2,4,10,"IOA","f",20
"7818","down",2,4,11,"IOA","f",20
"7819","right",2,4,12,"IOA","f",20
"7820","right",2,4,13,"IOA","f",20
"7821","right",2,4,14,"IOA","f",20
"7822","right",2,4,15,"IOA","f",20
"7823","down",2,4,16,"IOA","f",20
"7824","left",2,4,17,"IOA","f",20
"7825","down",2,4,18,"IOA","f",20
"7826","right",2,4,19,"IOA","f",20
"7827","right",2,4,20,"IOA","f",20
"7828","left",2,4,21,"IOA","f",20
"7829","left",2,4,22,"IOA","f",20
"7830","left",2,4,23,"IOA","f",20
"7831","right",2,4,24,"IOA","f",20
"7832","right",2,4,25,"IOA","f",20
"7833","down",2,4,26,"IOA","f",20
"7834","right",2,4,27,"IOA","f",20
"7835","left",2,4,28,"IOA","f",20
"7836","down",2,4,29,"IOA","f",20
"7837","right",2,4,30,"IOA","f",20
"7838","right",2,4,31,"IOA","f",20
"7839","right",2,4,32,"IOA","f",20
"7840","left",2,4,33,"IOA","f",20
"7841","left",2,4,34,"IOA","f",20
"7842","left",2,4,35,"IOA","f",20
"7843","right",2,4,36,"IOA","f",20
"7844","left",2,4,37,"IOA","f",20
"7845","left",2,4,38,"IOA","f",20
"7846","left",2,4,39,"IOA","f",20
"7847","down",2,4,40,"IOA","f",20
"7848","left",2,4,41,"IOA","f",20
"7849","right",2,4,42,"IOA","f",20
"7850","right",2,4,43,"IOA","f",20
"7851","right",2,4,44,"IOA","f",20
"7852","left",2,4,45,"IOA","f",20
"7853","left",2,4,46,"IOA","f",20
"7854","right",2,4,47,"IOA","f",20
"7855","right",2,4,48,"IOA","f",20
"7856","right",2,4,49,"IOA","f",20
"7857","right",2,4,50,"IOA","f",20
"7858","right",2,4,51,"IOA","f",20
"7859","right",2,4,52,"IOA","f",20
"7860","right",2,4,53,"IOA","f",20
"7861","right",2,4,54,"IOA","f",20
"7862","left",2,4,55,"IOA","f",20
"7863","left",2,4,56,"IOA","f",20
"7864","left",2,4,57,"IOA","f",20
"7865","right",2,4,58,"IOA","f",20
"7866","left",2,4,59,"IOA","f",20
"7867","right",2,4,60,"IOA","f",20
"7868","left",2,4,61,"IOA","f",20
"7869","right",2,4,62,"IOA","f",20
"7870","left",2,4,63,"IOA","f",20
"7871","left",2,4,64,"IOA","f",20
"7872","left",2,4,65,"IOA","f",20
"7873","right",2,4,66,"IOA","f",20
"7874","right",2,4,67,"IOA","f",20
"7875","right",2,4,68,"IOA","f",20
"7876","left",2,4,69,"IOA","f",20
"7877","left",2,4,70,"IOA","f",20
"7878","left",2,4,71,"IOA","f",20
"7879","left",2,4,72,"IOA","f",20
"7880","right",2,4,73,"IOA","f",20
"7881","left",2,4,74,"IOA","f",20
"7882","down",2,4,75,"IOA","f",20
"7883","left",2,4,76,"IOA","f",20
"7884","left",2,4,77,"IOA","f",20
"7885","left",2,4,78,"IOA","f",20
"7886","right",2,4,79,"IOA","f",20
"7887","down",2,4,80,"IOA","f",20
"7888","right",2,4,81,"IOA","f",20
"7889","right",2,4,82,"IOA","f",20
"7890","right",2,4,83,"IOA","f",20
"7891","right",2,4,84,"IOA","f",20
"7892","right",2,4,85,"IOA","f",20
"7893","right",2,4,86,"IOA","f",20
"7894","right",2,4,87,"IOA","f",20
"7895","left",2,4,88,"IOA","f",20
"7896","down",2,4,89,"IOA","f",20
"7897","left",2,4,90,"IOA","f",20
"7898","left",2,4,91,"IOA","f",20
"7899","left",2,4,92,"IOA","f",20
"7900","left",2,4,93,"IOA","f",20
"7901","left",2,4,94,"IOA","f",20
"7902","left",2,4,95,"IOA","f",20
"7903","left",2,4,96,"IOA","f",20
"7904","left",2,4,97,"IOA","f",20
"7905","right",2,4,98,"IOA","f",20
"7906","left",2,4,99,"IOA","f",20
"7907","right",1,4,0,"IOA","f",20
"7908","right",1,4,1,"IOA","f",20
"7909","right",1,4,2,"IOA","f",20
"7910","left",1,4,3,"IOA","f",20
"7911","right",1,4,4,"IOA","f",20
"7912","left",1,4,5,"IOA","f",20
"7913","right",1,4,6,"IOA","f",20
"7914","left",1,4,7,"IOA","f",20
"7915","right",1,4,8,"IOA","f",20
"7916","left",1,4,9,"IOA","f",20
"7917","right",1,4,10,"IOA","f",20
"7918","left",1,4,11,"IOA","f",20
"7919","down",1,4,12,"IOA","f",20
"7920","left",1,4,13,"IOA","f",20
"7921","right",1,4,14,"IOA","f",20
"7922","down",1,4,15,"IOA","f",20
"7923","left",1,4,16,"IOA","f",20
"7924","right",1,4,17,"IOA","f",20
"7925","right",1,4,18,"IOA","f",20
"7926","right",1,4,19,"IOA","f",20
"7927","left",1,4,20,"IOA","f",20
"7928","left",1,4,21,"IOA","f",20
"7929","right",1,4,22,"IOA","f",20
"7930","down",1,4,23,"IOA","f",20
"7931","right",1,4,24,"IOA","f",20
"7932","right",1,4,25,"IOA","f",20
"7933","left",1,4,26,"IOA","f",20
"7934","right",1,4,27,"IOA","f",20
"7935","right",1,4,28,"IOA","f",20
"7936","left",1,4,29,"IOA","f",20
"7937","right",1,4,30,"IOA","f",20
"7938","right",1,4,31,"IOA","f",20
"7939","right",1,4,32,"IOA","f",20
"7940","right",1,4,33,"IOA","f",20
"7941","right",1,4,34,"IOA","f",20
"7942","right",1,4,35,"IOA","f",20
"7943","right",1,4,36,"IOA","f",20
"7944","right",1,4,37,"IOA","f",20
"7945","right",1,4,38,"IOA","f",20
"7946","right",1,4,39,"IOA","f",20
"7947","right",1,4,40,"IOA","f",20
"7948","right",1,4,41,"IOA","f",20
"7949","right",1,4,42,"IOA","f",20
"7950","right",1,4,43,"IOA","f",20
"7951","right",1,4,44,"IOA","f",20
"7952","right",1,4,45,"IOA","f",20
"7953","right",1,4,46,"IOA","f",20
"7954","left",1,4,47,"IOA","f",20
"7955","right",1,4,48,"IOA","f",20
"7956","right",1,4,49,"IOA","f",20
"7957","down",1,4,50,"IOA","f",20
"7958","right",1,4,51,"IOA","f",20
"7959","right",1,4,52,"IOA","f",20
"7960","down",1,4,53,"IOA","f",20
"7961","left",1,4,54,"IOA","f",20
"7962","right",1,4,55,"IOA","f",20
"7963","right",1,4,56,"IOA","f",20
"7964","right",1,4,57,"IOA","f",20
"7965","right",1,4,58,"IOA","f",20
"7966","left",1,4,59,"IOA","f",20
"7967","right",1,4,60,"IOA","f",20
"7968","left",1,4,61,"IOA","f",20
"7969","right",1,4,62,"IOA","f",20
"7970","right",1,4,63,"IOA","f",20
"7971","right",1,4,64,"IOA","f",20
"7972","right",1,4,65,"IOA","f",20
"7973","left",1,4,66,"IOA","f",20
"7974","down",1,4,67,"IOA","f",20
"7975","left",1,4,68,"IOA","f",20
"7976","left",1,4,69,"IOA","f",20
"7977","right",1,4,70,"IOA","f",20
"7978","left",1,4,71,"IOA","f",20
"7979","right",1,4,72,"IOA","f",20
"7980","right",1,4,73,"IOA","f",20
"7981","right",1,4,74,"IOA","f",20
"7982","right",1,4,75,"IOA","f",20
"7983","right",1,4,76,"IOA","f",20
"7984","right",1,4,77,"IOA","f",20
"7985","right",1,4,78,"IOA","f",20
"7986","right",1,4,79,"IOA","f",20
"7987","left",1,4,80,"IOA","f",20
"7988","down",1,4,81,"IOA","f",20
"7989","left",1,4,82,"IOA","f",20
